WS_HR,O3,PM10,PM25-3,PM25-2,PM25,ANS
0.09999999999999999,38.0,77,32,40,27,41
0.12857142857142856,39.0,62,27,41,35,38
0.22857142857142856,39.0,60,41,35,38,34
0.15714285714285714,17.0,60,4,9,18,32
0.14285714285714285,24.0,75,9,18,32,37
0.3571428571428571,37.0,75,18,32,37,34
0.3571428571428571,42.0,70,32,37,34,30
0.44285714285714284,45.0,70,37,34,30,40
0.39999999999999997,55.0,68,40,39,35,30
0.39999999999999997,48.0,72,39,35,30,31
0.3,33.0,55,35,30,31,35
0.2714285714285714,38.0,56,30,31,35,33
0.1714285714285714,48.0,51,31,35,33,37
0.02857142857142857,41.0,69,35,33,37,43
0.22857142857142856,32.0,40,61,47,21,2
0.05714285714285714,28.0,18,1,4,7,9
0.22857142857142856,30.0,17,4,7,9,8
0.3285714285714285,30.0,24,7,9,8,5
0.19999999999999998,24.0,27,8,5,11,15
0.22857142857142856,25.0,20,5,11,15,16
0.21428571428571427,22.0,20,11,15,16,16
0.22857142857142856,22.0,29,15,16,16,14
0.11428571428571428,22.0,26,16,16,14,11
0.21428571428571427,23.0,23,16,14,11,3
0.15714285714285714,35.0,12,1,1,7,10
0.24285714285714283,35.0,20,1,7,10,18
0.12857142857142856,33.0,18,7,10,18,25
0.14285714285714285,30.0,23,10,18,25,32
0.3571428571428571,27.0,26,18,25,32,35
0.1714285714285714,33.0,31,25,32,35,24
0.3,38.0,27,32,35,24,11
0.09999999999999999,39.0,24,35,24,11,9
0.19999999999999998,40.0,39,24,11,9,19
0.12857142857142856,35.0,39,11,9,19,23
0.24285714285714283,27.0,51,9,19,23,22
0.07142857142857142,26.0,37,19,23,22,18
0.09999999999999999,27.0,42,23,22,18,18
0.11428571428571428,26.0,29,22,18,18,13
0.0857142857142857,22.0,25,18,18,13,13
0.04285714285714285,19.0,31,18,13,13,21
0.0857142857142857,14.0,33,13,13,21,24
0.15714285714285714,8.9,40,13,21,24,26
0.14285714285714285,5.3,40,21,24,26,19
0.11428571428571428,12.0,50,24,26,19,20
0.0857142857142857,10.0,56,26,19,20,20
0.05714285714285714,18.0,61,19,20,20,22
0.14285714285714285,15.0,60,20,20,22,26
0.02857142857142857,8.3,62,20,22,26,29
0.09999999999999999,6.5,60,22,26,29,37
0.09999999999999999,10.0,64,26,29,37,37
0.18571428571428572,12.0,78,29,37,37,39
0.2714285714285714,37.0,96,37,39,38,41
0.11428571428571428,29.0,68,59,49,32,24
0.07142857142857142,23.0,54,49,32,24,21
0.15714285714285714,14.0,37,32,24,21,34
0.12857142857142856,2.4,42,24,21,34,28
0.0857142857142857,6.7,26,21,34,28,19
0.12857142857142856,12.0,13,34,28,19,9
0.05714285714285714,25.0,2,28,19,9,3
0.3,29.0,0,5,5,6,7
0.19999999999999998,29.0,10,5,6,7,7
0.2857142857142857,32.0,10,6,7,7,9
0.12857142857142856,36.0,10,7,7,9,3
0.2857142857142857,32.0,32,5,4,10,18
0.3285714285714285,34.0,20,4,10,18,17
0.3428571428571428,36.0,11,10,18,17,17
0.3142857142857143,37.0,11,18,17,17,9
0.19999999999999998,37.0,10,17,17,9,13
0.1714285714285714,34.0,12,17,9,13,5
0.11428571428571428,31.0,15,13,5,9,2
0.09999999999999999,26.0,10,0,0,6,8
0.05714285714285714,17.0,15,0,6,8,14
0.11428571428571428,16.0,30,6,8,14,16
0.14285714285714285,13.0,40,8,14,16,16
0.014285714285714285,13.0,40,14,16,16,24
0.2714285714285714,13.0,64,16,16,24,20
0.3,15.0,63,16,24,20,24
0.07142857142857142,16.0,68,24,20,24,29
0.21428571428571427,19.0,42,20,24,29,41
0.15714285714285714,12.0,47,29,41,32,23
0.07142857142857142,17.0,49,41,32,23,10
0.14285714285714285,17.0,28,32,23,10,6
0.18571428571428572,22.0,13,23,10,6,1
0.05714285714285714,31.0,6,1,4,7,10
0.09999999999999999,32.0,3,4,7,10,8
0.09999999999999999,32.0,3,7,10,8,5
0.0857142857142857,33.0,12,0,0,13,15
0.37142857142857144,36.0,21,0,13,15,21
0.07142857142857142,33.0,30,13,15,21,15
0.05714285714285714,28.0,33,15,21,15,18
0.12857142857142856,25.0,38,21,15,18,19
0.22857142857142856,26.0,36,15,18,19,20
0.11428571428571428,18.0,32,18,19,20,24
0.11428571428571428,6.3,35,19,20,24,17
0.18571428571428572,2.4,45,20,24,17,21
0.07142857142857142,4.2,52,24,17,21,21
0.05714285714285714,2.2,40,17,21,21,29
0.02857142857142857,2.1,39,21,21,29,23
0.04285714285714285,2.4,39,21,29,23,21
0.05714285714285714,4.7,58,29,23,21,20
0.04285714285714285,4.4,45,23,21,20,18
0.18571428571428572,3.3,39,21,20,18,26
0.12857142857142856,10.0,22,20,18,26,20
0.2857142857142857,16.0,25,18,26,20,21
0.07142857142857142,10.0,27,26,20,21,9
0.2857142857142857,6.1,43,20,21,9,8
0.15714285714285714,6.1,49,21,9,8,18
0.21428571428571427,9.9,57,9,8,18,28
0.3285714285714285,20.0,57,8,18,28,37
0.24285714285714283,32.0,59,18,28,37,21
0.12857142857142856,39.0,49,28,37,21,9
0.09999999999999999,43.0,31,37,21,9,2
0.0857142857142857,40.0,15,9,2,6,11
0.22857142857142856,40.0,22,2,6,11,18
0.19999999999999998,34.0,27,6,11,18,18
0.1714285714285714,32.0,30,11,18,18,12
0.14285714285714285,27.0,20,18,18,12,2
0.2714285714285714,38.0,15,4,4,6,1
0.11428571428571428,41.0,16,0,1,9,15
0.05714285714285714,39.0,11,1,9,15,13
0.07142857142857142,38.0,12,9,15,13,8
0.07142857142857142,37.0,9,15,13,8,6
0.02857142857142857,36.0,17,13,8,6,11
0.0857142857142857,35.0,16,8,6,11,14
0.0857142857142857,33.0,24,6,11,14,19
0.18571428571428572,34.0,19,11,14,19,14
0.3,36.0,19,14,19,14,10
0.1714285714285714,34.0,16,19,14,10,6
0.19999999999999998,33.0,14,14,10,6,10
0.15714285714285714,33.0,10,10,6,10,9
0.0857142857142857,30.0,12,6,10,9,4
0.09999999999999999,21.0,10,4,4,7,7
0.05714285714285714,17.0,16,4,7,7,4
0.02857142857142857,3.1,24,4,1,14,24
0.21428571428571427,3.8,32,1,14,24,31
0.3428571428571428,4.3,41,14,24,31,31
0.38571428571428573,10.0,57,24,31,31,31
0.5142857142857142,30.0,57,31,31,31,33
0.5142857142857142,40.0,62,31,31,33,36
0.39999999999999997,45.0,65,31,33,36,51
0.12857142857142856,14.0,37,57,43,34,26
0.09999999999999999,9.7,36,43,34,26,26
0.1714285714285714,12.0,47,34,26,26,36
0.0857142857142857,15.0,61,26,26,36,53
0.04285714285714285,7.9,109,46,46,37,28
0.07142857142857142,3.6,98,46,37,28,32
0.02857142857142857,0.8,93,37,28,32,42
0.44285714285714284,46.0,83,75,54,28,31
0.47142857142857136,45.0,83,54,28,31,47
0.42857142857142855,39.0,32,68,49,16,6
0.2857142857142857,36.0,30,49,16,6,5
0.2714285714285714,28.0,25,6,5,18,19
0.21428571428571427,40.0,12,5,18,19,14
0.24285714285714283,35.0,17,18,19,14,7
0.11428571428571428,30.0,29,19,14,7,7
0.0857142857142857,11.0,46,14,7,7,13
0.09999999999999999,18.0,39,7,7,13,7
0.22857142857142856,21.0,30,7,13,7,5
0.09999999999999999,19.0,18,3,4,7,6
0.05714285714285714,20.0,11,4,7,6,6
0.1714285714285714,26.0,20,7,6,6,3
0.04285714285714285,34.0,18,0,5,10,10
0.05714285714285714,37.0,16,5,10,10,8
0.0857142857142857,31.0,27,10,10,8,7
0.09999999999999999,40.0,34,10,8,7,19
0.07142857142857142,39.0,48,8,7,19,23
0.05714285714285714,43.0,50,7,19,23,34
0.05714285714285714,45.0,45,19,23,34,34
0.07142857142857142,42.0,47,23,34,34,41
0.02857142857142857,54.0,78,47,44,34,40
0.02857142857142857,57.0,85,48,39,37,28
0.09999999999999999,51.0,87,39,37,28,36
0.21428571428571427,50.0,91,37,28,36,41
0.15714285714285714,46.0,91,36,41,36,24
0.19999999999999998,45.0,83,41,36,24,19
0.05714285714285714,37.0,70,36,24,19,34
0.04285714285714285,33.0,67,24,19,34,36
0.14285714285714285,24.0,65,19,34,36,37
0.1714285714285714,21.0,60,34,36,37,37
0.09999999999999999,18.0,57,36,37,37,40
0.05714285714285714,21.0,61,43,39,27,27
0.04285714285714285,13.0,62,39,27,27,36
0.04285714285714285,5.0,77,27,27,36,56
0.12857142857142856,31.0,55,47,45,27,16
0.2571428571428571,30.0,41,45,27,16,8
0.3428571428571428,31.0,30,27,16,8,15
0.37142857142857144,27.0,33,16,8,15,21
0.3571428571428571,27.0,28,8,15,21,27
0.2857142857142857,22.0,37,15,21,27,25
0.3571428571428571,18.0,44,21,27,25,34
0.24285714285714283,19.0,59,27,25,34,34
0.02857142857142857,22.0,75,25,34,34,45
0.3,37.0,64,48,40,34,26
0.3,36.0,61,40,34,26,25
0.3,40.0,50,34,26,25,21
0.3,39.0,52,26,25,21,16
0.2714285714285714,35.0,41,25,21,16,19
0.2857142857142857,32.0,34,21,16,19,18
0.2857142857142857,30.0,31,16,19,18,16
0.2857142857142857,26.0,35,19,18,16,4
0.05714285714285714,13.0,53,16,4,13,29
0.12857142857142856,47.0,69,4,13,29,49
0.2857142857142857,36.0,55,44,43,34,40
0.3142857142857143,19.0,89,70,51,23,22
0.37142857142857144,25.0,77,51,23,22,51
0.07142857142857142,29.0,43,50,45,32,21
0.3428571428571428,29.0,48,45,32,21,21
0.1714285714285714,27.0,51,32,21,21,27
0.0857142857142857,28.0,51,21,21,27,31
0.14285714285714285,26.0,49,21,27,31,31
0.5,19.0,49,27,31,31,31
0.24285714285714283,17.0,58,31,31,31,31
0.22857142857142856,18.0,48,31,31,31,34
0.24285714285714283,19.0,45,31,31,34,27
0.44285714285714284,23.0,44,31,34,27,34
0.3428571428571428,24.0,54,34,27,34,32
0.21428571428571427,28.0,27,17,21,27,22
0.2571428571428571,30.0,28,21,27,22,22
0.19999999999999998,35.0,19,27,22,22,14
0.12857142857142856,37.0,15,22,22,14,15
0.15714285714285714,26.0,8,22,14,15,17
0.0857142857142857,28.0,11,14,15,17,16
0.07142857142857142,33.0,8,15,17,16,11
0.05714285714285714,29.0,7,17,16,11,3
0.18571428571428572,41.0,34,1,0,8,15
0.3142857142857143,37.0,47,0,8,15,26
0.3142857142857143,37.0,40,8,15,26,24
0.3571428571428571,42.0,30,15,26,24,29
0.12857142857142856,46.0,22,26,24,29,33
0.24285714285714283,38.0,27,24,29,33,38
0.19999999999999998,35.0,32,29,33,38,41
0.09999999999999999,21.0,57,38,41,36,41
0.3142857142857143,31.0,54,36,41,33,37
0.0857142857142857,24.0,50,41,33,37,31
0.11428571428571428,13.0,55,33,37,31,39
0.15714285714285714,49.0,46,50,45,29,4
0.04285714285714285,21.0,23,4,0,13,24
0.21428571428571427,20.0,25,0,13,24,28
0.15714285714285714,18.0,32,13,24,28,27
0.12857142857142856,19.0,41,24,28,27,28
0.22857142857142856,23.0,48,28,27,28,37
0.3571428571428571,36.0,56,27,28,37,37
0.47142857142857136,50.0,55,28,37,37,42
0.47142857142857136,56.0,61,37,42,38,49
0.15714285714285714,38.0,58,56,46,32,36
0.18571428571428572,37.0,48,46,32,36,33
0.21428571428571427,34.0,42,32,36,33,22
0.39999999999999997,52.0,23,36,33,22,9
0.39999999999999997,52.0,27,33,22,9,3
0.3285714285714285,51.0,25,9,3,8,20
0.557142857142857,52.0,24,3,8,20,19
0.09999999999999999,47.0,15,8,20,19,23
0.15714285714285714,43.0,26,20,19,23,16
0.05714285714285714,42.0,30,19,23,16,19
0.04285714285714285,40.0,34,23,16,19,19
0.12857142857142856,40.0,31,16,19,19,23
0.2857142857142857,44.0,31,19,19,23,18
0.09999999999999999,45.0,26,19,23,18,14
0.24285714285714283,49.0,42,23,18,14,6
0.07142857142857142,54.0,45,18,14,6,21
0.12857142857142856,57.0,60,14,6,21,28
0.18571428571428572,57.0,51,6,21,28,39
0.02857142857142857,64.0,49,28,39,30,31
0.02857142857142857,57.0,59,39,30,31,39
0.18571428571428572,32.0,77,52,49,33,24
0.21428571428571427,28.0,79,49,33,24,24
0.3142857142857143,31.0,72,33,24,24,29
0.2857142857142857,32.0,68,24,24,29,36
0.0857142857142857,15.0,63,24,29,36,39
0.18571428571428572,71.0,53,58,44,35,36
0.05714285714285714,77.0,57,44,35,36,37
0.11428571428571428,67.0,64,35,36,37,45
0.2571428571428571,39.0,38,41,41,38,31
0.14285714285714285,33.0,45,41,38,31,22
0.19999999999999998,32.0,49,38,31,22,21
0.07142857142857142,26.0,40,31,22,21,19
0.05714285714285714,23.0,36,22,21,19,16
0.0857142857142857,20.0,26,21,19,16,22
0.05714285714285714,20.0,30,19,16,22,29
0.18571428571428572,32.0,44,16,22,29,41
0.39999999999999997,58.0,37,51,45,35,21
0.21428571428571427,57.0,27,45,35,21,6
0.0857142857142857,49.0,17,35,21,6,0
0.09999999999999999,40.0,16,0,5,14,16
0.12857142857142856,44.0,21,5,14,16,14
0.3142857142857143,48.0,12,14,16,14,4
0.11428571428571428,27.0,28,14,4,8,14
0.19999999999999998,28.0,41,4,8,14,16
0.07142857142857142,27.0,45,8,14,16,14
0.14285714285714285,27.0,40,14,16,14,11
0.07142857142857142,28.0,37,16,14,11,11
0.02857142857142857,26.0,32,14,11,11,15
0.04285714285714285,23.0,31,11,11,15,9
0.0857142857142857,16.0,37,11,15,9,13
0.11428571428571428,14.0,43,15,9,13,6
0.3428571428571428,35.0,33,9,13,6,9
0.09999999999999999,27.0,17,13,6,9,8
0.07142857142857142,13.0,13,6,9,8,7
0.12857142857142856,11.0,7,9,8,7,8
0.014285714285714285,10.0,11,8,7,8,13
0.04285714285714285,12.0,10,7,8,13,13
0.11428571428571428,40.0,42,17,26,24,25
0.18571428571428572,31.0,39,26,24,25,26
0.18571428571428572,25.0,30,24,25,26,21
0.19999999999999998,26.0,28,25,26,21,16
0.18571428571428572,22.0,25,26,21,16,16
0.09999999999999999,25.0,24,21,16,16,19
0.02857142857142857,16.0,19,16,16,19,12
0.09999999999999999,14.0,23,16,19,12,12
0.14285714285714285,16.0,30,19,12,12,9
0.24285714285714283,32.0,44,12,12,9,20
0.05714285714285714,20.0,46,12,9,20,23
0.15714285714285714,18.0,54,9,20,23,27
0.22857142857142856,34.0,53,20,23,27,28
0.18571428571428572,30.0,55,23,27,28,35
0.1714285714285714,44.0,57,27,28,35,50
0.44285714285714284,67.0,64,52,39,22,26
0.39999999999999997,62.0,71,39,22,26,26
0.12857142857142856,67.0,80,22,26,26,44
0.0857142857142857,45.0,54,44,39,38,28
0.07142857142857142,41.0,52,39,38,28,24
0.0857142857142857,37.0,60,38,28,24,27
0.05714285714285714,36.0,50,28,24,27,26
0.19999999999999998,29.0,44,24,27,26,19
0.22857142857142856,25.0,30,27,26,19,13
0.2714285714285714,22.0,27,26,19,13,16
0.15714285714285714,21.0,27,19,13,16,23
0.07142857142857142,9.1,30,13,16,23,27
0.22857142857142856,12.0,40,16,23,27,19
0.18571428571428572,13.0,36,23,27,19,17
0.18571428571428572,9.5,34,27,19,17,16
0.0857142857142857,11.0,27,19,17,16,14
0.0857142857142857,8.7,31,17,16,14,12
0.24285714285714283,14.0,35,16,14,12,12
0.18571428571428572,21.0,41,14,12,12,21
0.2857142857142857,32.0,32,12,12,21,23
0.2857142857142857,49.0,40,12,21,23,25
0.3142857142857143,68.0,45,21,23,25,21
0.3428571428571428,80.0,46,23,25,21,28
0.3,78.0,43,25,21,28,17
0.3142857142857143,82.0,48,21,28,17,21
0.3285714285714285,65.0,70,28,17,21,23
0.014285714285714285,68.0,77,17,21,23,27
0.12857142857142856,51.0,83,21,23,27,19
0.09999999999999999,36.0,82,23,27,19,10
0.21428571428571427,29.0,78,27,19,10,14
0.22857142857142856,26.0,66,19,10,14,19
0.0857142857142857,21.0,54,10,14,19,26
0.0857142857142857,26.0,57,14,19,26,27
0.1714285714285714,29.0,66,19,26,27,28
0.15714285714285714,31.0,62,26,27,28,29
0.22857142857142856,30.0,58,27,28,29,30
0.19999999999999998,24.0,47,28,29,30,31
0.05714285714285714,15.0,47,29,30,31,35
0.1714285714285714,9.0,52,30,31,35,43
0.2571428571428571,32.0,82,39,41,32,34
0.1714285714285714,29.0,82,41,32,34,34
0.2857142857142857,22.0,66,32,34,34,39
0.3,35.0,62,34,39,33,29
0.24285714285714283,44.0,71,39,33,29,31
0.2571428571428571,44.0,73,33,29,31,30
0.3,38.0,61,29,31,30,29
0.2571428571428571,35.0,35,31,30,29,24
0.09999999999999999,32.0,33,30,29,24,24
0.2571428571428571,35.0,31,29,24,24,27
0.15714285714285714,39.0,40,24,24,27,33
0.09999999999999999,36.0,41,24,27,33,40
0.2714285714285714,74.0,55,40,43,37,37
0.3,84.0,60,43,37,37,32
0.3285714285714285,88.0,71,37,37,32,31
0.42857142857142855,71.0,78,37,32,31,25
0.3571428571428571,71.0,73,32,31,25,33
0.3571428571428571,73.0,65,31,25,33,36
0.41428571428571426,75.0,61,25,33,36,41
0.2857142857142857,51.0,65,36,41,37,31
0.24285714285714283,39.0,60,41,37,31,32
0.18571428571428572,34.0,47,37,31,32,29
0.21428571428571427,31.0,39,31,32,29,23
0.3428571428571428,41.0,39,32,29,23,25
0.3285714285714285,45.0,39,29,23,25,26
0.3285714285714285,40.0,42,23,25,26,39
0.3,34.0,59,39,39,37,36
0.3142857142857143,36.0,56,39,37,36,29
0.37142857142857144,36.0,57,37,36,29,34
0.3428571428571428,29.0,58,36,29,34,33
0.41428571428571426,31.0,64,29,34,33,36
0.5714285714285714,39.0,71,34,33,36,34
0.557142857142857,48.0,73,33,36,34,26
0.39999999999999997,62.0,62,36,34,26,23
0.2857142857142857,67.0,58,34,26,23,21
0.3571428571428571,63.0,57,26,23,21,30
0.37142857142857144,58.0,60,23,21,30,25
0.2857142857142857,59.0,53,21,30,25,31
0.3,55.0,52,30,25,31,27
0.3428571428571428,49.0,60,25,31,27,31
0.21428571428571427,38.0,64,31,27,31,19
0.09999999999999999,28.0,53,27,31,19,16
0.04285714285714285,25.0,43,31,19,16,12
0.07142857142857142,27.0,34,19,16,12,22
0.02857142857142857,21.0,48,16,12,22,24
0.05714285714285714,20.0,53,12,22,24,39
0.11428571428571428,21.0,55,24,39,37,42
0.11428571428571428,29.0,39,37,42,26,22
0.21428571428571427,29.0,40,42,26,22,11
0.04285714285714285,31.0,40,26,22,11,14
0.18571428571428572,27.0,40,22,11,14,11
0.0857142857142857,26.0,37,11,14,11,19
0.15714285714285714,25.0,26,14,11,19,21
0.09999999999999999,27.0,27,11,19,21,24
0.2714285714285714,37.0,39,19,21,24,14
0.21428571428571427,43.0,66,21,24,14,9
0.24285714285714283,49.0,74,24,14,9,2
0.15714285714285714,59.0,52,9,2,6,9
0.05714285714285714,57.0,53,2,6,9,20
0.04285714285714285,64.0,61,6,9,20,25
0.11428571428571428,57.0,52,9,20,25,29
0.02857142857142857,54.0,56,20,25,29,25
0.02857142857142857,49.0,43,25,29,25,22
0.09999999999999999,42.0,54,29,25,22,16
0.09999999999999999,46.0,46,25,22,16,10
0.15714285714285714,44.0,59,22,16,10,15
0.09999999999999999,49.0,42,16,10,15,22
0.05714285714285714,46.0,42,10,15,22,22
0.07142857142857142,41.0,28,15,22,22,19
0.07142857142857142,39.0,27,22,22,19,15
0.15714285714285714,38.0,23,22,19,15,24
0.11428571428571428,33.0,24,19,15,24,29
0.04285714285714285,30.0,32,15,24,29,34
0.07142857142857142,25.0,39,24,29,34,33
0.07142857142857142,21.0,38,29,34,33,34
0.05714285714285714,15.0,43,34,33,34,35
0.1714285714285714,22.0,41,33,34,35,41
0.38571428571428573,43.0,87,32,17,22,23
0.3142857142857143,44.0,73,17,22,23,30
0.21428571428571427,34.0,75,22,23,30,25
0.18571428571428572,44.0,82,23,30,25,25
0.11428571428571428,44.0,91,30,25,25,17
0.14285714285714285,42.0,92,25,25,17,17
0.24285714285714283,47.0,90,25,17,17,25
0.15714285714285714,42.0,91,17,17,25,32
0.14285714285714285,45.0,102,17,25,32,33
0.15714285714285714,58.0,99,25,32,33,34
0.24285714285714283,82.0,90,32,33,34,31
0.3,90.0,73,33,34,31,38
0.2857142857142857,115.0,77,34,31,38,42
0.3,72.0,73,46,44,38,43
0.21428571428571427,37.0,38,50,42,38,29
0.24285714285714283,31.0,51,42,38,29,23
0.14285714285714285,29.0,52,38,29,23,21
0.12857142857142856,32.0,53,29,23,21,24
0.22857142857142856,45.0,64,23,21,24,29
0.14285714285714285,50.0,71,21,24,29,31
0.0857142857142857,46.0,75,24,29,31,29
0.18571428571428572,49.0,73,29,31,29,22
0.24285714285714283,50.0,54,31,29,22,19
0.3571428571428571,46.0,45,29,22,19,14
0.41428571428571426,48.0,48,22,19,14,15
0.3571428571428571,59.0,57,19,14,15,16
0.3285714285714285,72.0,71,14,15,16,21
0.38571428571428573,84.0,68,15,16,21,24
0.44285714285714284,85.0,68,16,21,24,32
0.44285714285714284,76.0,67,21,24,32,29
0.5285714285714286,62.0,49,24,32,29,30
0.5142857142857142,54.0,52,32,29,30,22
0.42857142857142855,47.0,50,29,30,22,26
0.3428571428571428,53.0,55,30,22,26,31
0.3571428571428571,52.0,47,22,26,31,33
0.37142857142857144,55.0,51,26,31,33,33
0.3571428571428571,52.0,68,31,33,33,19
0.19999999999999998,48.0,68,33,33,19,19
0.18571428571428572,44.0,51,33,19,19,20
0.19999999999999998,37.0,31,19,19,20,31
0.14285714285714285,38.0,29,19,20,31,20
0.15714285714285714,14.0,47,20,31,20,20
0.15714285714285714,14.0,47,31,20,20,20
0.15714285714285714,14.0,47,20,20,20,20
0.15714285714285714,14.0,47,20,20,20,20
0.15714285714285714,14.0,47,20,20,20,16
0.12857142857142856,24.0,37,20,20,16,17
0.11428571428571428,31.0,41,20,16,17,28
0.19999999999999998,39.0,48,16,17,28,33
0.19999999999999998,50.0,62,17,28,33,35
0.19999999999999998,61.0,74,28,33,35,30
0.2857142857142857,57.0,78,33,35,30,24
0.3571428571428571,44.0,80,35,30,24,24
0.2714285714285714,36.0,62,30,24,24,23
0.24285714285714283,35.0,52,24,24,23,28
0.24285714285714283,37.0,54,24,23,28,39
0.19999999999999998,36.0,69,28,39,35,34
0.1714285714285714,40.0,66,39,35,34,19
0.0857142857142857,31.0,69,35,34,19,23
0.11428571428571428,22.0,63,34,19,23,21
0.12857142857142856,15.0,49,19,23,21,22
0.09999999999999999,16.0,34,23,21,22,13
0.12857142857142856,13.0,27,21,22,13,17
0.14285714285714285,15.0,32,22,13,17,23
0.0857142857142857,17.0,42,13,17,23,31
0.11428571428571428,12.0,60,17,23,31,24
0.02857142857142857,15.0,71,23,31,24,21
0.1714285714285714,16.0,70,31,24,21,26
0.1714285714285714,18.0,76,24,21,26,29
0.15714285714285714,14.0,80,21,26,29,35
0.12857142857142856,12.0,86,26,29,35,31
0.05714285714285714,15.0,71,29,35,31,41
0.07142857142857142,15.0,69,40,40,23,21
0.14285714285714285,14.0,60,40,23,21,14
0.18571428571428572,11.0,51,23,21,14,26
0.15714285714285714,19.0,46,21,14,26,21
0.18571428571428572,17.0,45,14,26,21,27
0.15714285714285714,22.0,51,26,21,27,22
0.19999999999999998,19.0,58,21,27,22,33
0.14285714285714285,20.0,66,27,22,33,31
0.18571428571428572,16.0,67,22,33,31,23
0.15714285714285714,14.0,66,33,31,23,16
0.19999999999999998,16.0,52,31,23,16,21
0.11428571428571428,19.0,47,23,16,21,29
0.05714285714285714,17.0,41,16,21,29,30
0.0857142857142857,36.0,52,21,29,30,27
0.19999999999999998,38.0,57,29,30,27,36
0.3428571428571428,47.0,61,30,27,36,37
0.39999999999999997,49.0,60,27,36,37,33
0.39999999999999997,50.0,53,36,37,33,24
0.3571428571428571,44.0,43,37,33,24,19
0.3285714285714285,48.0,40,33,24,19,19
0.3142857142857143,47.0,46,24,19,19,16
0.11428571428571428,53.0,56,19,19,16,22
0.12857142857142856,49.0,61,19,16,22,35
0.05714285714285714,47.0,62,16,22,35,47
0.15714285714285714,14.0,70,52,40,37,37
0.04285714285714285,25.0,52,16,21,19,29
0.18571428571428572,28.0,33,21,19,29,29
0.19999999999999998,38.0,26,19,29,29,36
0.22857142857142856,37.0,32,29,29,36,32
0.15714285714285714,40.0,45,29,36,32,41
0.15714285714285714,33.0,44,32,41,36,33
0.15714285714285714,36.0,48,41,36,33,28
0.12857142857142856,28.0,65,36,33,28,22
0.14285714285714285,22.0,59,33,28,22,18
0.1714285714285714,23.0,35,28,22,18,10
0.14285714285714285,33.0,19,22,18,10,13
0.09999999999999999,31.0,27,18,10,13,8
0.22857142857142856,36.0,38,10,13,8,10
0.21428571428571427,41.0,26,13,8,10,4
0.12857142857142856,5.9,45,4,5,9,9
0.12857142857142856,5.9,45,5,9,9,9
0.12857142857142856,5.9,45,9,9,9,9
0.12857142857142856,5.9,45,9,9,9,9
0.12857142857142856,5.9,45,9,9,9,4
0.1714285714285714,44.0,21,0,0,11,11
0.15714285714285714,53.0,17,0,11,11,19
0.38571428571428573,63.0,30,11,11,19,22
0.44285714285714284,69.0,57,11,19,22,28
0.2714285714285714,74.0,70,19,22,28,31
0.41428571428571426,78.0,80,22,28,31,34
0.44285714285714284,71.0,70,28,31,34,36
0.41428571428571426,56.0,66,31,34,36,25
0.15714285714285714,55.0,57,34,36,25,12
0.15714285714285714,51.0,45,36,25,12,4
0.15714285714285714,27.0,40,12,4,6,11
0.19999999999999998,20.0,35,4,6,11,18
0.15714285714285714,16.0,38,6,11,18,21
0.1714285714285714,13.0,51,11,18,21,10
0.21428571428571427,18.0,53,18,21,10,9
0.15714285714285714,27.0,42,21,10,9,8
0.19999999999999998,22.0,27,10,9,8,14
0.19999999999999998,20.0,31,9,8,14,13
0.2571428571428571,13.0,32,8,14,13,13
0.11428571428571428,4.1,20,14,13,13,7
0.12857142857142856,7.0,38,13,13,7,2
0.15714285714285714,29.0,23,2,2,7,13
0.0857142857142857,38.0,32,2,7,13,26
0.21428571428571427,74.0,49,7,13,26,46
0.0857142857142857,49.0,88,51,42,36,32
0.22857142857142856,33.0,68,42,36,32,23
0.11428571428571428,32.0,58,36,32,23,28
0.12857142857142856,21.0,66,32,23,28,20
0.02857142857142857,26.0,85,23,28,20,24
0.05714285714285714,27.0,80,28,20,24,19
0.11428571428571428,13.0,65,20,24,19,21
0.3428571428571428,22.0,64,24,19,21,20
0.2857142857142857,35.0,48,19,21,20,12
0.11428571428571428,24.0,29,21,20,12,3
0.15714285714285714,18.0,13,12,3,7,7
0.09999999999999999,14.0,17,3,7,7,10
0.14285714285714285,13.0,21,7,7,10,12
0.05714285714285714,15.0,30,7,10,12,12
0.24285714285714283,30.0,24,10,12,12,10
0.2714285714285714,40.0,35,12,12,10,8
0.2571428571428571,59.0,36,12,10,8,20
0.24285714285714283,70.0,45,10,8,20,38
0.2571428571428571,74.0,47,8,20,38,36
0.1714285714285714,79.0,58,20,38,36,33
0.3428571428571428,56.0,68,38,36,33,24
0.2714285714285714,60.0,63,36,33,24,19
0.3,47.0,65,33,24,19,25
0.19999999999999998,39.0,61,24,19,25,26
0.14285714285714285,30.0,59,19,25,26,38
0.14285714285714285,20.0,58,25,26,38,29
0.22857142857142856,26.0,57,26,38,29,30
0.1714285714285714,32.0,63,38,29,30,16
0.11428571428571428,23.0,58,29,30,16,14
0.11428571428571428,21.0,50,30,16,14,11
0.15714285714285714,28.0,38,16,14,11,14
0.07142857142857142,27.0,37,14,11,14,10
0.22857142857142856,48.0,28,11,14,10,4
0.5142857142857142,45.0,5,4,4,11,11
0.05714285714285714,38.0,5,4,11,11,5
0.02857142857142857,10.0,25,19,17,24,19
0.11428571428571428,13.0,25,17,24,19,21
0.21428571428571427,4.7,27,24,19,21,14
0.0857142857142857,5.2,21,19,21,14,10
